SKU,Name,Description,OriginalPrice,SellingPrice,Availability,size,productLine,ColorID,CategoryID
H20311,Camo-Print SST Top,"Camo print is usually meant for blending in. But you don't do usual. Bright and colorful, this print is all about standing out. Making an impression. Zip into the sporty style of this juniors' adidas track top and rock it in on school days or weekends. It's good for selfies too. 

This product is made with Primegreen, a series of high-performance recycled materials.",50.0,40,InStock,M,Kids,CL00198,CT280
H20312,Camo-Print Hoodie,"Blending in? Boring. Pull on this juniors' adidas hoodie and try standing out instead. At school, at home or tearing it up with your crew in the city. You'll make an impression every time in a bright camo print.

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is also made with recycled content as part of our ambition to end plastic waste.",45.0,36,InStock,S,Kids,CL00177,CT281
GV5159,Short Sleeve Graphic Tee,"Honor your hard work. Reward your efforts. OR just start with the reward and let it fuel everything else. When you slip on this t-shirt in the morning, that's exactly what you're doing. Cotton jersey feels soft against the skin. The eye-catching graphic on the front leaves no doubt that you're part of the adidas team. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",30.0,24,InStock,XXL,Men,CL00174,CT029
H33677,Tiro Cargo Pants,"On-pitch style with off-grid vibes. These adidas soccer cargo pants take the classic tapered Tiro silhouette and add a pair of cargo-style pockets on the sides. Whatever adventures your beautiful game takes you on, moisture-wicking AEROREADY will ensure you feel at home. They're also made using recycled materials. It's not the solution, but at least it's a start.",55.0,45,InStock,M,Women,CL00135,CT064
H13914,adidas Adventure Ball Cap,"The sun's out, so shouldn't you be too? Pack your bag, throw on this adidas cap and get out there. It's made of sleek nylon with an easy-to-adjust back, and it has a pre-shaped brim to shield your eyes from the rays. A throwback bear logo on the front declares your love for adventure.",32.0,23,InStock,XXL,Originals,CL00193,CT282
H32458,R.Y.V. Toploader Backpack,"Because you appreciate the unconventional, this distinctive adidas backpack loads, and looks, totally different. The top-loading design makes it easy to access your gear anytime. And the prominent rope outline? That's what really sets it apart from the pack.

This product is made with recycled content as part of our ambition to end plastic waste.",90.0,63,InStock,M,Originals,CL00085,CT283
GS4147,Flower Camo Box Graphic Tee,"Blend in while you stand out. This adidas graphic t-shirt features a print with an elevated look and feel, thanks to the combination of two different printing techniques to achieve a layered effect. Pair it with high-waisted leggings for a stylish and comfortable look. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",25.0,20,InStock,L,Women,CL00195,CT029
GU6302,adidas Hockey Hoodie,"Speed wins the puck. This adidas hoodie shares the fast pace of aggressive hockey with a bold front graphic. Soft, cotton-blend fleece gives it an everyday feel.",60.0,42,InStock,XL,Men,CL00006,CT284
GN4406,Fast Primeblue Tee,"Unleash your speed. This adidas leopard-print t-shirt gives you something bold to wear while running across the finish line. The cropped, boxy cut is about easy motion as much as style. AEROREADY keeps you dry and focused through the final stretch.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",40.0,32,InStock,M,Women,CL00093,CT285
GH8146,Pacer 3-Stripes Woven Shorts,"Comfort. Style. What's left to think about? Throw these adidas shorts in your gym bag every time you head out the door and trust the stretchy, moisture-absorbing AEROREADY to start your session off right. They're made with recycled materials, part of adidas' commitment to help end plastic waste.

This product is made with Primegreen, a series of high-performance recycled materials.",25.0,20,InStock,L,Women,CL00006,CT286
H32236,Fast Primeblue Tee,"Unleash your speed. This adidas leopard-print t-shirt gives you something bold to wear while running across the finish line. The cropped, boxy cut is about easy motion as much as style. AEROREADY keeps you dry and focused through the final stretch.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",40.0,32,InStock,XL,Women,CL00136,CT285
H11276,Fast Primeblue Tee,"Unleash your speed. This adidas leopard-print t-shirt gives you something bold to wear while running across the finish line. The cropped, boxy cut is about easy motion as much as style. AEROREADY keeps you dry and focused through the final stretch.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",40.0,32,InStock,L,Women,CL00128,CT285
H17923,Short Piping High-Waist Tights,"What you wear sets the tone for what you do. When you pull on these adidas short tights, it's all about ease. Soft stretchy cotton flatters your shape, and 3-Stripes pack a sporty punch. If your plans change, your outfit doesn't have to. Swap out that sweatshirt for a crop top as you transition from the couch to the dance floor. Easy. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",40.0,28,InStock,S,Women,CL00164,CT287
H35501,Adicolor Essentials Trefoil Swim Shorts,"Always ready to jump in the water. Pull on these perfectly classic adidas swim shorts and head out feeling carefree and ready for whatever comes your way. A back pocket holds your essentials. Just make sure to take them out when you find a pool to jump in.

This product is made with Primegreen, a series of high-performance recycled materials.",35.0,28,InStock,XXL,Men,CL00165,CT074
H22628,Marble Logo Graphic Print Hoodie,"OK, so pink-and-blue marble print might not technically be a ""neutral."" But you'll find yourself reaching for this juniors' adidas hoodie so frequently that it might as well be. It's soft on the inside, swirly on the outside and magically perfect with everything else in your closet.

By buying cotton products from us, you're supporting more sustainable cotton farming.",45.0,32,InStock,XL,Kids,CL00028,CT288
S42718,Supernova+ Shoes,"When you've achieved your goals and it's time to set new ones, these adidas running shoes help you reach the next summit. Flexible Bounce cushioning combines with Boost in the heel and forefoot to keep your transitions smooth and return energy to your stride. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",120.0,84,InStock,XXL,Women,CL00103,CT098
FX1983,Copa Sense.3 Laceless Firm Ground Cleats,Some players talk a good game. But the best ones feel it. Get in touch with your senses and elevate your play in Copa Sense. These juniors' adidas soccer cleats feature a synthetic upper for a smooth first touch. The laceless construction molds around the contours of your foot for a comfortable fit. The outsole delivers high traction on firm ground.,70.0,49,InStock,S,Kids,CL00039,CT021
H32424,Jacquard Trefoil Crew Socks 2 Pairs,"Simple. Classic. A little bit unexpected. Pull on these socks with sneakers or slides, and keep your feet comfortable in light, stretchy fabric. The essential style transforms up close with semi-sheer Trefoils that rep your adidas pride.",14.0,12,InStock,XL,Originals,CL00168,CT016
FX2247,EQ21 Run Shoes,"Whether you run for sport, for training or just for fun, lace up in these juniors' adidas shoes to tackle your running goals. The durable upper gives you a snug yet comfortable fit. The lightweight Bounce midsole with Lightstrike cushions every step from heel-strike to toe-off.

This product is made with Primegreen, a series of high-performance recycled materials.",55.0,44,InStock,XXL,Kids,CL00102,CT051
GV9935,EQ21 Run Shoes,"Whether you run for sport, for training or just for fun, lace up in these juniors' adidas shoes to tackle your running goals. The durable upper gives you a snug yet comfortable fit. The lightweight Bounce midsole with Lightstrike cushions every step from heel-strike to toe-off.

This product is made with Primegreen, a series of high-performance recycled materials.",60.0,48,InStock,XL,Kids,CL00128,CT051
FW6935,X Ghosted.3 Firm Ground Cleats,The only thing that makes defenders sweat more than seeing you on the pitch? Not seeing you at all. Pull on X Ghosted and discover next-level speed. The stretchy tongue on these juniors' adidas soccer cleats means you'll get into them in record time. Their lightweight mesh upper hugs your feet so you're securely strapped in for every sprint. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support.,60.0,42,InStock,XXL,Kids,CL00031,CT021
